Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Frequently,795,Research & Development,3,3,Marketing,1,481,4,Male,88,4,1,Laboratory Technician,4,Married,3175,8451,0,Y,No,16,3,2,80,3,23,3,3,2,2,2,0
42,Yes,Travel_Rarely,1055,Sales,1,2,Life Sciences,1,482,1,Female,58,3,2,Sales Executive,1,Single,4116,23689,1,Y,Yes,11,3,2,80,0,13,2,3,2,2,1,2
45,No,Travel_Rarely,512,Research & Development,2,2,Life Sciences,1,483,2,Female,32,3,2,Healthcare Representative,2,Divorced,5730,14925,0,Y,Yes,14,3,2,80,1,0,3,3,0,0,0,0
32,No,Travel_Rarely,946,Research & Development,10,1,Medical,1,484,4,Male,68,4,2,Manufacturing Director,2,Married,7516,9866,5,Y,No,11,4,4,80,0,0,3,3,0,0,0,0
27,Yes,Travel_Rarely,226,Research & Development,9,3,Medical,1,485,2,Female,51,2,4,Manager,1,Married,11493,16661,8,Y,No,21,3,4,80,1,4,2,3,1,1,1,1
28,Yes,Travel_Rarely,313,Sales,10,4,Life Sciences,1,486,1,Male,70,3,2,Manager,4,Single,4878,23216,1,Y,Yes,23,3,4,80,1,2,3,3,2,2,1,0
33,No,Travel_Rarely,1494,Research & Development,3,1,Life Sciences,1,487,1,Male,49,4,2,Healthcare Representative,4,Married,6013,5995,1,Y,Yes,18,4,3,80,0,11,3,3,3,3,3,3
34,No,Travel_Rarely,1046,Research & Development,21,2,Human Resources,1,488,1,Male,48,3,4,Research Scientist,3,Single,10866,26380,1,Y,No,18,3,3,80,1,12,3,3,9,4,2,2
31,No,Travel_Rarely,1021,Sales,5,4,Marketing,1,489,4,Male,42,1,4,Sales Executive,3,Divorced,10760,23411,2,Y,No,16,3,2,80,3,31,2,2,1,1,0,1
26,Yes,Non-Travel,1391,Sales,6,4,Other,1,490,2,Female,48,3,4,Sales Representative,1,Divorced,11668,13802,3,Y,Yes,17,3,3,80,0,33,1,3,7,5,3,4
33,No,Travel_Rarely,236,Research & Development,27,3,Marketing,1,491,4,Male,95,2,1,Laboratory Technician,3,Married,4157,9764,2,Y,Yes,11,3,3,80,2,12,3,3,4,4,0,4
39,Yes,Travel_Rarely,886,Research & Development,29,4,Other,1,492,4,Female,94,3,1,Research Scientist,4,Single,2309,20027,8,Y,No,15,3,4,80,0,0,3,3,0,0,0,0
43,No,Travel_Frequently,891,Research & Development,10,3,Life Sciences,1,493,3,Male,32,3,1,Research Director,3,Divorced,3463,18310,0,Y,No,12,3,3,80,0,5,2,4,2,0,2,2
33,No,Travel_Rarely,416,Research & Development,26,2,Marketing,1,494,1,Male,53,3,1,Research Scientist,2,Married,1925,7028,4,Y,No,16,3,2,80,3,8,2,3,0,0,0,0
34,No,Travel_Rarely,401,Research & Development,7,3,Life Sciences,1,495,1,Female,67,3,4,Healthcare Representative,3,Single,8615,4760,1,Y,No,15,3,4,80,1,8,2,1,8,8,0,2
29,No,Travel_Rarely,1423,Research & Development,3,3,Medical,1,496,3,Male,31,3,3,Healthcare Representative,2,Married,7096,4547,1,Y,No,22,4,4,80,0,10,3,3,3,2,1,1
37,No,Travel_Rarely,380,Research & Development,3,5,Medical,1,497,3,Male,85,3,1,Laboratory Technician,3,Divorced,2386,20045,3,Y,No,19,3,3,80,1,36,6,3,8,4,6,6
30,No,Non-Travel,475,Research & Development,7,1,Life Sciences,1,498,3,Male,66,4,1,Research Scientist,3,Single,1009,22230,7,Y,No,16,3,3,80,0,24,4,3,21,0,1,6
43,Yes,Travel_Rarely,827,Human Resources,8,3,Technical Degree,1,499,3,Female,33,3,1,Human Resources,2,Single,3790,10573,3,Y,Yes,14,3,1,80,0,1,4,3,1,1,0,1
22,No,Travel_Rarely,163,Human Resources,5,3,Technical Degree,1,500,4,Male,73,3,3,Human Resources,4,Divorced,3349,4567,4,Y,No,21,3,3,80,1,3,3,2,3,3,3,3
34,No,Travel_Rarely,980,Sales,19,3,Life Sciences,1,501,3,Male,74,3,3,Sales Executive,4,Single,11572,18913,3,Y,No,15,3,1,80,2,20,3,3,2,2,1,2
40,No,Travel_Rarely,1179,Research & Development,5,1,Medical,1,502,4,Male,76,3,4,Research Director,1,Single,12253,24702,1,Y,Yes,16,3,1,80,0,19,2,3,19,2,3,3
39,No,Non-Travel,439,Research & Development,3,3,Life Sciences,1,503,4,Male,55,3,5,Research Scientist,4,Married,12108,4499,4,Y,No,15,3,3,80,0,4,3,4,4,2,1,0
60,No,Travel_Rarely,978,Sales,1,4,Medical,1,504,1,Female,38,3,1,Sales Executive,3,Divorced,2514,10540,4,Y,Yes,14,3,2,80,0,14,2,3,8,8,2,2
41,No,Travel_Rarely,575,Sales,29,3,Technical Degree,1,505,2,Male,77,3,1,Sales Executive,4,Married,2954,12295,2,Y,No,15,3,4,80,0,12,4,3,4,0,1,4
29,No,Travel_Rarely,213,Research & Development,16,3,Life Sciences,1,506,1,Male,60,2,1,Manager,4,Divorced,1616,3928,2,Y,Yes,11,3,4,80,3,7,2,3,7,7,7,0
37,No,Travel_Rarely,1091,Sales,9,2,Other,1,507,1,Male,84,4,2,Sales Executive,3,Married,5289,9136,4,Y,Yes,11,3,1,80,3,2,1,3,2,2,1,2
22,No,Travel_Rarely,1394,Sales,16,3,Life Sciences,1,508,3,Male,30,3,4,Sales Executive,4,Single,9784,22829,4,Y,No,16,3,4,80,1,24,1,3,2,2,2,2
37,No,Travel_Rarely,425,Sales,15,3,Medical,1,509,2,Female,88,4,2,Manager,1,Divorced,4859,18900,1,Y,No,21,3,3,80,1,12,4,3,6,6,6,5
30,No,Travel_Rarely,720,Sales,24,4,Medical,1,510,3,Male,40,1,3,Sales Representative,1,Married,7772,15618,4,Y,No,16,3,1,80,2,2,2,4,2,2,2,2
46,Yes,Travel_Frequently,896,Research & Development,4,5,Life Sciences,1,511,4,Female,31,3,2,Laboratory Technician,3,Single,3030,8027,4,Y,Yes,13,3,3,80,0,13,2,3,0,0,0,0
33,No,Travel_Rarely,984,Research & Development,7,3,Life Sciences,1,512,1,Male,75,1,1,Manufacturing Director,4,Married,2559,17312,1,Y,No,11,3,3,80,0,15,5,2,12,1,4,0
37,No,Non-Travel,849,Sales,1,3,Technical Degree,1,513,3,Male,30,3,1,Sales Executive,4,Single,2745,12181,3,Y,No,18,3,3,80,0,24,3,3,1,1,1,1
32,No,Travel_Frequently,1210,Sales,29,4,Marketing,1,514,1,Female,99,4,2,Sales Executive,3,Single,5193,17505,1,Y,No,13,3,4,80,2,3,1,1,3,1,2,3
53,No,Travel_Rarely,473,Research & Development,29,3,Life Sciences,1,515,2,Male,95,1,3,Laboratory Technician,3,Single,7176,8166,0,Y,No,18,4,3,80,1,40,1,2,3,1,1,3
35,No,Travel_Rarely,1200,Research & Development,14,3,Medical,1,516,3,Female,31,3,1,Laboratory Technician,2,Married,4207,2648,2,Y,No,17,4,4,80,1,2,2,3,2,1,1,0
54,No,Travel_Rarely,697,Research & Development,5,2,Life Sciences,1,517,4,Female,98,2,3,Manufacturing Director,4,Divorced,6970,18484,6,Y,No,17,3,3,80,0,10,3,3,5,2,0,1
45,No,Travel_Rarely,609,Sales,6,4,Life Sciences,1,518,3,Male,42,3,4,Sales Executive,2,Married,10341,20243,0,Y,No,15,3,1,80,1,12,4,3,12,0,2,1
42,No,Travel_Rarely,329,Human Resources,5,3,Medical,1,519,1,Male,48,4,2,Human Resources,4,Divorced,6946,4185,4,Y,No,17,3,3,80,2,6,2,1,4,4,2,3
41,No,Travel_Rarely,696,Research & Development,3,4,Life Sciences,1,520,3,Female,76,3,3,Manufacturing Director,3,Single,7381,6924,2,Y,No,15,3,1,80,0,7,4,3,1,1,0,1
41,No,Travel_Rarely,116,Research & Development,7,4,Technical Degree,1,521,1,Male,30,3,2,Manufacturing Director,3,Single,5322,15985,5,Y,No,13,3,3,80,1,24,1,3,7,2,2,5
20,Yes,Travel_Rarely,1106,Research & Development,1,2,Marketing,1,522,2,Male,47,3,3,Laboratory Technician,3,Single,7355,20135,5,Y,Yes,12,3,3,80,0,11,2,4,2,2,2,2
35,No,Travel_Rarely,914,Human Resources,29,4,Other,1,523,3,Male,61,4,3,Human Resources,4,Single,9356,11097,5,Y,No,11,4,3,80,2,8,6,3,1,1,1,0
45,No,Travel_Rarely,282,Sales,5,4,Marketing,1,524,1,Male,40,3,5,Sales Executive,3,Single,12113,24572,4,Y,No,15,3,1,80,1,2,1,3,0,0,0,0
37,Yes,Non-Travel,439,Sales,24,3,Other,1,525,3,Female,49,3,1,Sales Representative,4,Divorced,4425,9557,5,Y,No,21,3,3,80,0,0,4,2,0,0,0,0
25,No,Travel_Rarely,1388,Research & Development,12,2,Medical,1,526,3,Male,37,3,2,Healthcare Representative,1,Divorced,4845,20440,0,Y,No,18,3,1,80,0,1,3,3,1,1,1,1
37,No,Travel_Rarely,1027,Research & Development,3,1,Medical,1,527,3,Male,67,4,1,Manager,3,Divorced,1211,18968,1,Y,No,16,3,3,80,0,34,1,3,4,4,0,2
53,No,Travel_Rarely,179,Research & Development,2,3,Other,1,528,1,Female,35,3,1,Laboratory Technician,4,Single,3519,10603,1,Y,No,12,3,4,80,2,16,3,4,1,1,1,1
49,No,Travel_Rarely,330,Research & Development,29,3,Medical,1,529,4,Male,31,3,3,Laboratory Technician,4,Divorced,7043,14599,3,Y,No,19,3,4,80,3,38,3,1,11,2,0,0
37,No,Travel_Rarely,1155,Sales,13,3,Life Sciences,1,530,2,Male,84,3,4,Sales Executive,4,Married,10931,26560,0,Y,No,15,3,1,80,1,0,5,3,0,0,0,0
46,No,Travel_Rarely,475,Sales,3,2,Marketing,1,531,4,Female,32,2,2,Sales Executive,1,Single,1009,21026,1,Y,No,21,3,3,80,0,13,2,3,13,1,8,4
34,Yes,Travel_Rarely,256,Human Resources,1,4,Human Resources,1,532,2,Male,95,3,1,Human Resources,1,Divorced,2508,11502,5,Y,Yes,12,3,3,80,1,0,2,2,0,0,0,0
22,No,Non-Travel,918,Human Resources,11,2,Technical Degree,1,533,3,Female,55,3,1,Manager,3,Married,1811,19654,3,Y,No,12,3,4,80,0,17,1,3,0,0,0,0
29,Yes,Travel_Rarely,1310,Research & Development,3,2,Medical,1,534,3,Female,77,3,2,Laboratory Technician,1,Single,3405,8193,5,Y,No,12,3,3,80,0,5,3,4,5,3,1,5
52,No,Travel_Rarely,549,Sales,2,3,Medical,1,535,2,Male,37,3,1,Sales Executive,4,Married,1670,21078,0,Y,Yes,11,3,1,80,0,1,2,3,1,1,1,1
35,Yes,Travel_Rarely,970,Sales,12,3,Other,1,536,1,Male,96,2,1,Sales Representative,2,Single,1639,5188,1,Y,Yes,12,4,3,80,2,9,1,4,4,4,3,4
35,No,Travel_Rarely,548,Sales,10,2,Life Sciences,1,537,2,Male,98,3,3,Sales Executive,3,Married,7428,18151,1,Y,No,16,3,3,80,2,4,6,2,2,0,2,2
35,No,Travel_Rarely,533,Research & Development,6,2,Medical,1,538,4,Male,59,4,1,Manufacturing Director,1,Married,1009,4357,0,Y,No,13,3,4,80,2,12,2,3,9,4,0,5
55,No,Travel_Frequently,868,Research & Development,26,2,Life Sciences,1,539,4,Female,56,4,2,Laboratory Technician,3,Divorced,5474,3160,1,Y,No,11,3,4,80,0,12,1,3,5,4,4,5
52,No,Travel_Rarely,1294,Research & Development,10,4,Medical,1,540,1,Female,72,3,3,Research Scientist,2,Single,9549,24222,1,Y,Yes,19,4,1,80,1,13,3,3,1,1,0,0
58,No,Travel_Frequently,1206,Sales,20,4,Medical,1,541,3,Male,34,3,1,Sales Executive,1,Married,2921,4884,0,Y,Yes,11,3,4,80,1,40,4,4,1,1,1,1
36,No,Travel_Frequently,899,Research & Development,2,3,Life Sciences,1,542,4,Female,49,3,2,Laboratory Technician,2,Married,6213,9173,2,Y,Yes,17,3,1,80,0,5,1,2,5,5,1,1
40,No,Non-Travel,1335,Research & Development,3,4,Life Sciences,1,543,4,Female,81,3,3,Research Director,3,Married,9142,13775,1,Y,No,15,3,4,80,2,7,1,4,2,1,2,0
24,No,Travel_Rarely,1384,Sales,1,4,Medical,1,544,1,Female,50,3,3,Sales Executive,4,Single,9355,20151,0,Y,No,23,4,4,80,3,18,1,3,1,1,0,1
51,No,Travel_Rarely,1089,Research & Development,3,2,Life Sciences,1,545,4,Male,32,4,2,Healthcare Representative,2,Married,7805,20841,3,Y,No,19,3,3,80,2,9,0,2,5,5,1,0
27,No,Travel_Frequently,650,Research & Development,29,5,Life Sciences,1,546,2,Male,70,3,1,Research Scientist,3,Divorced,1751,14254,3,Y,No,13,3,4,80,1,0,3,4,0,0,0,0
40,No,Travel_Rarely,1411,Research & Development,29,4,Technical Degree,1,547,3,Male,93,3,4,Research Scientist,4,Divorced,8922,22201,4,Y,No,13,3,1,80,1,20,3,3,2,2,1,2
28,No,Travel_Frequently,1179,Sales,13,2,Life Sciences,1,548,3,Female,97,1,3,Manager,4,Divorced,8675,5595,2,Y,Yes,21,3,1,80,1,1,3,3,1,1,1,1
32,No,Travel_Rarely,570,Research & Development,7,2,Medical,1,549,4,Male,53,2,1,Laboratory Technician,4,Divorced,3562,4908,9,Y,Yes,11,3,1,80,2,2,3,3,2,2,2,0
30,Yes,Travel_Rarely,470,Sales,14,2,Other,1,550,4,Male,81,1,1,Sales Representative,4,Married,3664,25120,6,Y,Yes,16,3,1,80,1,1,4,3,1,1,1,0
32,No,Non-Travel,955,Research & Development,7,2,Life Sciences,1,551,4,Male,31,4,1,Manager,3,Divorced,5334,2442,2,Y,No,15,3,3,80,0,1,3,3,1,1,1,1
33,Yes,Travel_Rarely,1225,Sales,1,4,Life Sciences,1,552,1,Male,73,3,1,Sales Executive,3,Single,2517,4216,1,Y,Yes,14,4,2,80,1,0,5,2,0,0,0,0
33,No,Travel_Rarely,1085,Research & Development,6,3,Medical,1,553,4,Male,70,3,2,Manager,1,Married,5639,17342,0,Y,No,17,3,4,80,2,1,3,3,1,1,1,1
45,Yes,Non-Travel,826,Research & Development,8,4,Marketing,1,554,1,Female,99,4,1,Laboratory Technician,3,Single,1029,17153,3,Y,Yes,16,3,3,80,0,6,4,2,0,0,0,0
28,No,Travel_Frequently,1083,Sales,3,4,Human Resources,1,555,2,Male,36,3,1,Sales Executive,4,Married,5703,22611,2,Y,Yes,17,3,3,80,1,3,2,3,3,1,1,3
40,No,Non-Travel,699,Research & Development,2,3,Human Resources,1,556,3,Male,67,3,3,Laboratory Technician,3,Single,6995,16691,7,Y,No,16,3,3,80,0,1,2,2,1,1,1,1
49,No,Travel_Rarely,1317,Research & Development,3,4,Marketing,1,557,3,Male,74,3,1,Manufacturing Director,4,Divorced,2038,18689,2,Y,No,17,3,2,80,3,12,4,1,12,2,2,1
33,No,Travel_Rarely,515,Research & Development,9,1,Life Sciences,1,558,3,Male,38,4,3,Manager,4,Single,6980,5623,9,Y,No,16,3,2,80,1,3,1,2,3,3,3,3
31,No,Travel_Rarely,194,Sales,1,3,Life Sciences,1,559,3,Male,82,2,3,Sales Executive,2,Single,6533,16055,5,Y,No,13,3,2,80,1,0,3,3,0,0,0,0
36,No,Travel_Rarely,1378,Research & Development,11,3,Life Sciences,1,560,4,Male,57,1,1,Healthcare Representative,4,Married,1406,26215,8,Y,Yes,15,3,4,80,1,6,3,3,6,2,3,1
48,No,Travel_Rarely,1066,Sales,5,1,Life Sciences,1,561,2,Male,48,2,3,Sales Executive,3,Single,6714,8443,1,Y,No,13,4,3,80,2,4,4,3,4,0,1,4
39,No,Travel_Rarely,662,Research & Development,4,1,Marketing,1,562,2,Male,97,3,3,Healthcare Representative,2,Single,5451,22578,0,Y,No,12,3,2,80,2,4,3,2,2,1,2,2
33,No,Non-Travel,1164,Research & Development,15,4,Medical,1,563,4,Male,33,3,2,Research Scientist,4,Single,3822,16024,4,Y,No,14,4,4,80,2,6,2,3,1,1,1,1
42,Yes,Travel_Rarely,647,Research & Development,6,4,Life Sciences,1,564,1,Male,42,3,1,Manager,3,Married,5423,11552,4,Y,Yes,15,4,1,80,0,12,2,3,0,0,0,0
28,No,Travel_Rarely,1483,Research & Development,4,2,Technical Degree,1,565,3,Female,40,2,2,Healthcare Representative,4,Married,6103,2241,1,Y,No,15,4,3,80,0,11,5,3,4,2,4,3
44,No,Travel_Rarely,879,Research & Development,19,4,Life Sciences,1,566,3,Female,31,3,4,Research Scientist,3,Divorced,11389,3803,4,Y,Yes,19,3,3,80,2,30,2,4,16,4,3,0
41,No,Travel_Rarely,1134,Research & Development,4,4,Medical,1,567,3,Male,99,2,3,Laboratory Technician,2,Married,9266,21500,2,Y,Yes,13,3,4,80,3,8,4,3,8,2,8,8
35,No,Travel_Rarely,289,Research & Development,18,3,Medical,1,568,4,Male,41,2,1,Laboratory Technician,4,Married,5251,15728,0,Y,Yes,16,4,4,80,0,7,0,3,1,0,1,1
30,No,Travel_Rarely,709,Sales,6,1,Medical,1,569,1,Female,66,3,3,Sales Executive,3,Married,4843,6084,2,Y,No,16,3,4,80,0,3,2,3,2,2,2,1
30,No,Non-Travel,746,Research & Development,2,5,Medical,1,570,4,Male,85,4,2,Laboratory Technician,3,Single,3155,16056,7,Y,No,13,3,3,80,0,15,2,1,4,0,2,4
42,No,Travel_Rarely,776,Research & Development,9,3,Life Sciences,1,571,1,Female,81,4,2,Research Director,1,Married,3794,9948,2,Y,No,15,3,1,80,0,2,3,3,2,2,2,2
49,No,Travel_Frequently,240,Sales,3,2,Life Sciences,1,572,3,Female,33,4,3,Sales Executive,4,Single,6795,5930,4,Y,No,19,3,4,80,1,7,2,3,7,6,0,5
32,Yes,Travel_Frequently,399,Research & Development,1,3,Marketing,1,573,1,Male,33,3,2,Healthcare Representative,1,Single,4549,16350,0,Y,No,16,3,3,80,0,6,0,2,5,2,1,1
42,No,Travel_Rarely,1205,Research & Development,1,4,Human Resources,1,574,3,Male,78,3,4,Laboratory Technician,4,Divorced,9330,26661,3,Y,No,16,3,1,80,0,12,1,3,6,4,5,3
19,No,Travel_Rarely,1381,Sales,2,2,Medical,1,575,3,Female,81,3,3,Manager,2,Married,7829,6617,7,Y,No,13,3,4,80,2,27,2,3,1,0,1,1
32,No,Travel_Frequently,280,Sales,12,2,Medical,1,576,4,Male,63,3,2,Sales Representative,3,Single,5053,2462,2,Y,No,22,3,2,80,0,32,1,3,5,5,5,3
37,No,Travel_Rarely,1382,Research & Development,16,2,Marketing,1,577,4,Male,51,2,1,Laboratory Technician,4,Single,1416,25622,1,Y,No,13,3,1,80,1,2,2,3,2,2,1,1
29,Yes,Non-Travel,319,Sales,18,5,Other,1,578,3,Male,42,3,4,Sales Representative,1,Divorced,6737,19948,3,Y,No,11,3,4,80,0,3,4,2,1,1,1,1
29,No,Non-Travel,368,Research & Development,3,2,Life Sciences,1,579,4,Male,92,3,5,Healthcare Representative,3,Divorced,11011,4691,6,Y,No,18,3,3,80,1,18,2,3,5,1,3,5
32,No,Travel_Rarely,1442,Research & Development,10,3,Medical,1,580,3,Female,44,3,1,Laboratory Technician,4,Married,1676,3396,0,Y,No,15,3,2,80,0,8,2,2,2,1,2,2
40,No,Travel_Frequently,692,Research & Development,2,5,Technical Degree,1,581,3,Female,69,3,2,Research Scientist,4,Married,4629,13610,1,Y,Yes,14,3,4,80,0,7,5,3,5,3,1,5
36,No,Travel_Rarely,780,Human Resources,9,2,Medical,1,582,3,Female,67,2,1,Human Resources,3,Married,1009,3988,0,Y,No,13,3,4,80,0,14,2,1,6,6,5,2
18,No,Non-Travel,717,Research & Development,20,5,Life Sciences,1,583,3,Male,84,3,3,Laboratory Technician,3,Divorced,6764,14348,2,Y,Yes,22,3,1,80,2,10,5,4,6,6,2,3
19,No,Travel_Rarely,951,Research & Development,1,5,Medical,1,584,4,Male,73,2,3,Manager,4,Divorced,5804,4618,2,Y,Yes,17,3,3,80,1,39,2,3,13,2,3,13
32,Yes,Travel_Rarely,1409,Research & Development,29,4,Life Sciences,1,585,1,Male,95,4,1,Research Director,4,Single,2311,19566,7,Y,No,17,3,4,80,0,10,2,3,3,3,0,2
42,No,Travel_Frequently,1470,Research & Development,16,2,Medical,1,586,3,Male,95,2,4,Healthcare Representative,4,Divorced,8390,24183,1,Y,No,16,3,2,80,2,7,2,2,5,5,2,5
18,Yes,Travel_Rarely,828,Research & Development,13,3,Medical,1,587,4,Male,72,3,1,Research Scientist,2,Single,1227,19804,2,Y,Yes,16,3,3,80,0,9,3,2,0,0,0,0
33,No,Travel_Rarely,176,Research & Development,11,4,Technical Degree,1,588,4,Female,67,4,3,Research Scientist,4,Single,5537,9578,5,Y,No,20,3,1,80,3,18,3,2,11,7,0,1
33,No,Non-Travel,838,Research & Development,13,5,Medical,1,589,4,Female,58,3,2,Healthcare Representative,3,Married,4770,22747,1,Y,No,14,3,4,80,0,10,2,3,2,1,2,2
50,Yes,Travel_Frequently,437,Research & Development,29,2,Life Sciences,1,590,3,Male,85,2,1,Healthcare Representative,1,Married,1200,16305,3,Y,Yes,11,3,4,80,1,11,4,3,11,2,0,8
34,No,Travel_Rarely,905,Research & Development,13,4,Life Sciences,1,591,3,Female,35,3,1,Laboratory Technician,2,Divorced,3860,26060,4,Y,No,18,3,1,80,0,39,3,3,2,1,2,2
41,Yes,Travel_Rarely,956,Research & Development,4,3,Technical Degree,1,592,3,Male,38,2,1,Research Scientist,1,Single,3109,5450,1,Y,Yes,17,3,4,80,1,11,0,2,0,0,0,0
39,No,Travel_Rarely,464,Research & Development,9,2,Life Sciences,1,593,3,Male,51,2,3,Manufacturing Director,1,Married,7395,24694,0,Y,No,16,4,4,80,1,5,3,2,1,1,1,1
18,No,Travel_Rarely,291,Research & Development,4,3,Medical,1,594,4,Female,75,1,2,Research Scientist,2,Divorced,3804,3196,2,Y,No,17,4,2,80,0,13,4,2,13,3,0,10
45,No,Non-Travel,1231,Sales,29,4,Life Sciences,1,595,4,Male,60,3,1,Sales Executive,1,Divorced,3071,19545,1,Y,No,14,3,3,80,0,12,2,3,3,1,2,1
40,No,Travel_Rarely,171,Research & Development,21,3,Marketing,1,596,4,Female,50,3,1,Manufacturing Director,3,Single,3536,2838,1,Y,No,15,3,1,80,2,0,0,3,0,0,0,0
42,No,Travel_Rarely,623,Sales,8,3,Medical,1,597,1,Female,67,3,1,Sales Executive,1,Married,2714,5168,9,Y,No,15,4,4,80,2,7,4,3,1,1,1,1
60,No,Travel_Rarely,1339,Research & Development,14,5,Life Sciences,1,598,4,Male,81,3,3,Laboratory Technician,2,Married,9906,20968,2,Y,No,13,4,3,80,1,15,6,3,3,3,1,3
19,Yes,Travel_Rarely,1084,Research & Development,22,3,Life Sciences,1,599,4,Female,48,2,3,Laboratory Technician,1,Single,8189,26022,5,Y,Yes,20,3,3,80,1,8,1,2,0,0,0,0
53,No,Travel_Rarely,618,Research & Development,3,3,Technical Degree,1,600,2,Male,39,3,1,Research Scientist,1,Divorced,3870,22242,1,Y,Yes,11,3,3,80,1,17,5,2,5,0,0,0
35,No,Travel_Rarely,129,Research & Development,8,3,Medical,1,601,3,Male,75,4,2,Manufacturing Director,2,Divorced,5200,24499,7,Y,No,24,3,3,80,0,7,2,3,2,2,0,2
40,No,Travel_Rarely,1440,Research & Development,6,3,Marketing,1,602,4,Male,95,2,1,Research Scientist,3,Single,3513,4956,4,Y,No,18,3,4,80,3,40,5,3,5,5,0,1
37,No,Non-Travel,1006,Research & Development,13,4,Human Resources,1,603,3,Male,67,4,4,Laboratory Technician,4,Single,8805,16283,4,Y,No,11,3,3,80,0,4,3,3,1,1,1,1
34,No,Travel_Rarely,1361,Research & Development,4,5,Human Resources,1,604,4,Female,91,3,4,Research Director,4,Single,9312,24433,1,Y,No,14,3,4,80,1,1,4,2,1,1,1,1
32,No,Travel_Rarely,193,Research & Development,11,3,Life Sciences,1,605,3,Male,75,4,3,Research Director,4,Divorced,8024,25346,2,Y,No,15,3,3,80,1,6,4,1,6,6,1,4
41,No,Travel_Rarely,464,Research & Development,5,4,Other,1,606,4,Female,64,3,4,Research Director,1,Single,10513,4654,2,Y,No,17,4,1,80,1,9,0,3,0,0,0,0
24,No,Travel_Frequently,139,Research & Development,1,1,Life Sciences,1,607,4,Male,72,3,4,Laboratory Technician,2,Married,10761,6885,4,Y,No,12,3,4,80,2,5,1,1,4,4,4,4
44,Yes,Travel_Rarely,765,Research & Development,1,2,Life Sciences,1,608,3,Male,59,3,4,Research Scientist,1,Married,11651,5928,5,Y,Yes,15,3,3,80,0,3,3,2,3,3,1,1
34,No,Travel_Frequently,805,Research & Development,1,3,Human Resources,1,609,4,Female,92,3,2,Manager,4,Married,2863,21252,0,Y,No,15,3,3,80,1,12,1,3,2,1,2,0
27,Yes,Travel_Rarely,592,Sales,1,1,Life Sciences,1,610,3,Male,59,2,1,Sales Representative,1,Single,1038,26746,6,Y,No,12,3,4,80,1,5,3,2,5,4,2,3
34,No,Travel_Rarely,1235,Research & Development,7,2,Life Sciences,1,611,3,Male,58,4,1,Laboratory Technician,3,Single,2844,21592,7,Y,No,12,4,1,80,0,11,5,2,6,6,0,3
49,No,Travel_Rarely,245,Sales,10,3,Life Sciences,1,612,1,Male,95,2,1,Sales Executive,2,Divorced,1413,16329,2,Y,No,19,3,3,80,0,17,2,4,7,1,1,5
33,No,Travel_Rarely,935,Research & Development,1,1,Medical,1,613,3,Male,51,2,2,Research Scientist,2,Divorced,10067,15625,1,Y,No,11,3,2,80,2,16,3,3,1,1,1,1
41,No,Travel_Rarely,1322,Research & Development,9,2,Medical,1,614,4,Male,64,3,1,Research Director,4,Divorced,3274,24182,4,Y,Yes,17,3,3,80,0,5,2,4,2,2,2,2
31,No,Non-Travel,1171,Sales,8,3,Marketing,1,615,4,Female,71,3,1,Sales Executive,4,Single,2383,3106,2,Y,No,18,3,4,80,1,9,3,3,2,2,1,2
44,No,Travel_Frequently,1274,Sales,1,3,Human Resources,1,616,2,Male,53,4,2,Sales Executive,4,Married,4227,6379,4,Y,No,14,3,4,80,1,7,2,3,5,4,5,0
44,No,Travel_Rarely,239,Research & Development,5,5,Medical,1,617,2,Male,55,3,1,Laboratory Technician,3,Married,1780,11160,4,Y,No,15,3,3,80,1,23,2,2,4,2,3,4
54,No,Travel_Frequently,591,Research & Development,13,3,Life Sciences,1,618,1,Female,60,1,2,Healthcare Representative,4,Single,5045,22835,0,Y,Yes,20,3,4,80,2,23,4,3,3,3,1,3
36,No,Travel_Frequently,503,Sales,1,3,Other,1,619,4,Male,31,3,4,Sales Representative,3,Divorced,10168,5650,2,Y,No,13,3,4,80,0,5,4,2,5,3,0,3
44,No,Travel_Rarely,703,Sales,1,5,Life Sciences,1,620,4,Female,68,3,3,Sales Executive,4,Married,6815,17070,2,Y,Yes,13,3,3,80,1,1,4,1,1,1,0,1
38,Yes,Travel_Rarely,825,Research & Development,29,4,Life Sciences,1,621,3,Male,41,3,3,Manufacturing Director,2,Single,7090,4419,7,Y,Yes,13,4,2,80,0,2,4,4,2,2,1,2
49,Yes,Travel_Rarely,782,Research & Development,12,2,Life Sciences,1,622,3,Male,73,3,2,Manager,3,Divorced,7016,25435,1,Y,Yes,20,3,3,80,0,5,3,3,1,1,1,1
31,No,Travel_Rarely,1033,Research & Development,6,2,Medical,1,623,3,Female,72,2,2,Laboratory Technician,3,Divorced,7077,22466,1,Y,Yes,20,4,4,80,2,9,3,4,9,9,3,4
